MASTERID,LAT,LONG,STRAT,rock_type,Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM
ID093J073682,54.44877,-123.03933,TrJTk,basaltic volcanic rocks,280.0,5.5,325.5,0.1,1.01,13.3,124.0,39.48,4.9,230.0,345.0,3.09,88.3,8.74,0.36,15.3,2.0,49.5,0.04,3.2,0.18,2.5,54.0,-0.1,114.9,11.5,17899.99962,11399.999999999998,26600.0,800.0,7800.0,370.0,940.0,2400.0,450.0
ID093J073683,54.45982,-123.00628,TrJTk,basaltic volcanic rocks,580.0,5.900000095,15.0,0.1,1.45,11.1,70.5,69.07,3.4,305.0,281.0,5.61,117.7,7.98,0.9,10.7,3.1,57.0,0.06,2.4,0.2,2.0,34.0,-0.1,194.0,7.0,14700.00029,15500.0,35800.0,700.0000000000001,5100.0,240.0,1019.9999999999999,29000.0,150.0
ID093J073684,54.4477,-122.94416,KTpg,paragneiss metamorphic rocks,1180.0,10.10000038,78.5,0.18,2.11,31.6,81.0,69.32,4.5,345.0,1073.0,6.38,91.7,9.37,0.98,8.5,4.0,56.5,0.06,1.7,0.2,1.4,92.0,-0.1,171.9,22.0,24700.00029,10900.0,56500.0,700.0000000000001,2900.0,240.0,6040.0,5800.0,160.0
ID093J073686,54.42409,-122.951,KTmc,calcsilicate metamorphic rocks,540.0,3.900000095,308.5,0.1,2.66,8.0,65.0,42.48,4.1,370.0,201.0,3.05,73.4,8.15,0.58,3.2,1.8,45.0,0.02,1.4,0.22,2.0,38.0,-0.1,141.2,12.5,18600.00014,8100.000000000001,17100.0,700.0000000000001,4600.0,270.0,2030.0000000000002,2800.0000000000005,100.0
ID093J073687,54.38351,-122.93045,Kpe,pegmatitic intrusive rocks,320.0,5.800000191,265.5,0.12,0.78,12.3,99.5,38.03,5.1,210.0,357.0,2.94,85.3,10.19,0.47,8.1,1.2,36.0,0.02,1.8,0.18,2.1,60.0,-0.1,118.2,15.0,17500.0,8200.0,29200.0,1400.0000000000002,6600.0,310.0,1200.0,2200.0,390.0
ID093J073688,54.38351,-122.93045,Kpe,pegmatitic intrusive rocks,260.0,6.400000095,260.5,0.14,0.82,13.7,100.5,38.11,5.5,195.0,354.0,2.09,82.1,10.12,0.46,9.9,1.1,35.0,0.04,2.3,0.2,2.2,64.0,-0.1,117.1,15.0,18600.00014,7800.0,29900.000000000004,1300.0,6700.0,310.0,1180.0,2000.0,400.0
ID093J073689,54.39303,-122.88703,KTpg,paragneiss metamorphic rocks,300.0,2.299999952,172.5,0.06,1.09,7.6,45.0,33.95,2.5,220.0,155.0,2.43,39.8,6.44,0.5,2.1,1.6,50.0,0.02,0.6,0.12,3.0,26.0,-0.1,99.5,13.5,14800.00019,12400.0,9200.0,400.0,1900.0,250.0,1820.0,4000.0,60.0
ID093J073690,54.40514,-122.8675,KTpg,paragneiss metamorphic rocks,320.0,1.799999952,128.0,0.06,1.05,4.4,34.0,32.79,1.7,220.0,92.0,1.55,29.1,5.47,0.44,1.1,1.4,27.5,-0.02,0.1,0.12,2.3,16.0,-0.1,69.4,11.0,11200.00005,6600.0,4600.0,200.0,1000.0,240.0,1340.0,2600.0,40.0
ID093J073691,54.40348,-122.83016,KTpg,paragneiss metamorphic rocks,340.0,2.200000048,130.5,0.04,1.03,3.5,41.5,38.75,1.3,210.0,129.0,2.12,35.9,4.5,0.8,1.3,1.5,27.0,-0.02,0.3,0.08,0.8,16.0,-0.1,78.3,7.5,10199.99981,7000.0,2700.0,200.0,900.0,240.0,1520.0,2800.0000000000005,30.0
ID093J073692,54.43812,-122.84153,KTpg,paragneiss metamorphic rocks,180.0,1.299999952,109.0,0.06,0.87,3.3,109.5,22.65,2.0,125.0,115.0,1.29,25.1,6.16,0.4,1.5,0.9,26.0,-0.02,0.2,0.06,1.5,16.0,-0.1,42.3,9.0,7500.0,5000.0,6100.0,400.0,2000.0,280.0,750.0,1600.0,130.0
ID093J073693,54.40356,-122.70404,CPSm,basaltic volcanic rocks,560.0,3.099999905,412.0,0.1,1.34,8.8,73.0,30.38,5.0,340.0,250.0,1.67,54.4,8.99,0.38,3.7,1.4,49.5,0.02,0.6,0.12,1.2,46.0,-0.1,107.9,16.5,24100.00086,10700.0,19000.0,600.0,4300.0,240.0,2580.0,2000.0,120.0
ID093J073694,54.39598,-122.70991,CPSm,basaltic volcanic rocks,280.0,2.0,166.0,0.04,0.79,3.9,37.0,32.4,1.9,220.0,66.0,1.74,33.2,6.68,0.56,0.9,1.0,23.0,-0.02,-0.1,0.06,0.9,20.0,-0.1,91.4,8.5,9900.000100000001,4500.0,5400.0,300.0,1600.0,260.0,1180.0,2200.0,40.0
ID093J073695,54.37084,-122.69428,CPSm,basaltic volcanic rocks,240.0,1.100000024,184.0,0.04,0.16,1.1,47.5,16.46,2.0,180.0,68.0,1.45,14.7,7.91,0.34,0.6,0.8,35.5,-0.02,-0.1,0.04,0.9,12.0,-0.1,18.6,10.0,9700.00029,7000.0,2300.0,200.0,800.0,250.0,920.0,1600.0,40.0
ID093J073696,54.36545,-122.69697,CPSm,basaltic volcanic rocks,480.0,0.899999976,149.0,0.06,0.56,5.0,23.0,23.7,0.7,100.0,67.0,1.2,23.8,11.98,0.38,0.4,0.8,24.0,-0.02,-0.1,0.04,0.3,10.0,-0.1,106.8,4.0,6100.00014,5200.0,1800.0,200.0,700.0000000000001,240.0,1440.0,2600.0,20.0
